Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Time,Date
2025-11-11 15:30:00-05:00,275.239990234375,275.8450012207031,274.79998779296875,275.29998779296875,4039818,0.0,0.0,15:30:00,2025-11-11
2025-11-12 09:30:00-05:00,275.07501220703125,275.239990234375,271.8699951171875,272.1600036621094,8550466,0.0,0.0,09:30:00,2025-11-12
2025-11-12 10:00:00-05:00,272.1600036621094,273.44989013671875,272.0,272.94000244140625,2167959,0.0,0.0,10:00:00,2025-11-12
2025-11-12 10:30:00-05:00,272.9100036621094,274.39898681640625,272.54998779296875,274.13250732421875,2006659,0.0,0.0,10:30:00,2025-11-12
2025-11-12 11:00:00-05:00,274.1099853515625,274.6099853515625,273.80999755859375,274.6000061035156,1321506,0.0,0.0,11:00:00,2025-11-12
2025-11-12 11:30:00-05:00,274.5899963378906,274.8500061035156,273.8699951171875,274.17010498046875,1409364,0.0,0.0,11:30:00,2025-11-12
2025-11-12 12:00:00-05:00,274.20001220703125,274.45989990234375,273.7250061035156,274.3900146484375,694977,0.0,0.0,12:00:00,2025-11-12
2025-11-12 12:30:00-05:00,274.3800048828125,274.79998779296875,274.1199951171875,274.55999755859375,686322,0.0,0.0,12:30:00,2025-11-12
2025-11-12 13:00:00-05:00,274.5799865722656,275.1400146484375,274.5,274.9800109863281,955805,0.0,0.0,13:00:00,2025-11-12
2025-11-12 13:30:00-05:00,274.989990234375,275.4599914550781,274.7391052246094,275.4100036621094,918654,0.0,0.0,13:30:00,2025-11-12
2025-11-12 14:00:00-05:00,275.44000244140625,275.7300109863281,274.42999267578125,274.45001220703125,1094913,0.0,0.0,14:00:00,2025-11-12
2025-11-12 14:30:00-05:00,274.45001220703125,274.69000244140625,274.1400146484375,274.3399963378906,949451,0.0,0.0,14:30:00,2025-11-12
2025-11-12 15:00:00-05:00,274.3349914550781,274.4110107421875,273.5,274.04998779296875,1110049,0.0,0.0,15:00:00,2025-11-12
2025-11-12 15:30:00-05:00,274.04998779296875,274.3999938964844,272.9700012207031,273.3999938964844,3569522,0.0,0.0,15:30:00,2025-11-12
2025-11-13 09:30:00-05:00,274.2699890136719,276.6990051269531,273.5899963378906,275.1470031738281,7993755,0.0,0.0,09:30:00,2025-11-13
2025-11-13 10:00:00-05:00,275.1300048828125,275.1600036621094,273.2900085449219,273.7099914550781,2020965,0.0,0.0,10:00:00,2025-11-13
2025-11-13 10:30:00-05:00,273.7001037597656,273.7250061035156,272.17999267578125,272.92999267578125,2049720,0.0,0.0,10:30:00,2025-11-13
2025-11-13 11:00:00-05:00,272.94500732421875,274.19000244140625,272.3800048828125,274.037109375,1881786,0.0,0.0,11:00:00,2025-11-13
2025-11-13 11:30:00-05:00,274.0299987792969,274.4898986816406,273.04998779296875,273.7300109863281,1301561,0.0,0.0,11:30:00,2025-11-13
2025-11-13 12:00:00-05:00,273.7300109863281,274.0400085449219,272.4599914550781,272.8599853515625,1038283,0.0,0.0,12:00:00,2025-11-13
2025-11-13 12:30:00-05:00,272.8399963378906,273.039306640625,272.5,272.6098937988281,940392,0.0,0.0,12:30:00,2025-11-13
2025-11-13 13:00:00-05:00,272.6099853515625,273.32000732421875,272.5,272.5700988769531,982491,0.0,0.0,13:00:00,2025-11-13
2025-11-13 13:30:00-05:00,272.55999755859375,273.8500061035156,272.1000061035156,273.439208984375,1788253,0.0,0.0,13:30:00,2025-11-13
2025-11-13 14:00:00-05:00,273.4599914550781,273.79998779296875,272.8699951171875,273.5299987792969,1272647,0.0,0.0,14:00:00,2025-11-13
2025-11-13 14:30:00-05:00,273.5350036621094,273.69000244140625,272.54998779296875,272.9800109863281,1187143,0.0,0.0,14:30:00,2025-11-13
2025-11-13 15:00:00-05:00,272.9800109863281,273.1199951171875,272.5450134277344,273.03961181640625,1415901,0.0,0.0,15:00:00,2025-11-13
2025-11-13 15:30:00-05:00,273.0299987792969,273.6000061035156,272.5,273.0400085449219,3833036,0.0,0.0,15:30:00,2025-11-13
2025-11-14 09:30:00-05:00,271.04998779296875,273.0816955566406,269.6000061035156,273.0,8234718,0.0,0.0,09:30:00,2025-11-14
2025-11-14 10:00:00-05:00,273.010009765625,273.8900146484375,272.1600036621094,273.7591857910156,2383104,0.0,0.0,10:00:00,2025-11-14
2025-11-14 10:30:00-05:00,273.7699890136719,274.5299987792969,273.20001220703125,274.2455139160156,1861100,0.0,0.0,10:30:00,2025-11-14
2025-11-14 11:00:00-05:00,274.2590026855469,274.6499938964844,273.5273132324219,274.6499938964844,1708803,0.0,0.0,11:00:00,2025-11-14
2025-11-14 11:30:00-05:00,274.6449890136719,274.94989013671875,273.54998779296875,274.8299865722656,2202792,0.0,0.0,11:30:00,2025-11-14
2025-11-14 12:00:00-05:00,274.79998779296875,275.9200134277344,274.55999755859375,275.7049865722656,2049201,0.0,0.0,12:00:00,2025-11-14
2025-11-14 12:30:00-05:00,275.7099914550781,275.95831298828125,274.84979248046875,275.1300048828125,1159480,0.0,0.0,12:30:00,2025-11-14
2025-11-14 13:00:00-05:00,275.1199951171875,275.1199951171875,274.2300109863281,274.5849914550781,804277,0.0,0.0,13:00:00,2025-11-14
2025-11-14 13:30:00-05:00,274.57000732421875,274.760009765625,273.8399963378906,274.1499938964844,792806,0.0,0.0,13:30:00,2025-11-14
2025-11-14 14:00:00-05:00,274.16680908203125,274.4200134277344,273.8500061035156,273.9599914550781,801045,0.0,0.0,14:00:00,2025-11-14
2025-11-14 14:30:00-05:00,273.9700012207031,274.25,273.79998779296875,274.0199890136719,827120,0.0,0.0,14:30:00,2025-11-14
2025-11-14 15:00:00-05:00,274.0199890136719,274.239990234375,272.8900146484375,272.989990234375,1279216,0.0,0.0,15:00:00,2025-11-14
2025-11-14 15:30:00-05:00,272.9700012207031,273.260009765625,272.1700134277344,272.54998779296875,3210889,0.0,0.0,15:30:00,2025-11-14
